text,nrc_sentiment,dpm_sentiment
"Many of #GeorgeFloyd’s friends and neighbors will watch today’s service on their phones from home or outside near the mural honoring him. Some say they have no transportation, others say they are concerned about #COVID19 and/or the heat. https://abc13.com/community-events/hundreds-expected-at-public-viewing-for-george-floyd-today/6236085/ – at Cuney Homes",joy,surprise
my how to tutorial on getting the perfect summer glow this year #BlackLivesMatter ,joy,surprise
"We are live from @JackYatesHigh where a candlelight vigil to honor the life of George Floyd, a Yates High School alumnus. – at Jack Yates High School",joy,surprise
Black Lives Matter. That’s all I have say tonight.,joy,surprise
"Black Lives Matter - Pittsburgh, Pa. ",joy,surprise
"as George Floyd is laid to rest to day, PUHLEASE do not commercialized it or participate in performative acts. there is never the time but now is especially not",joy,surprise
“Because the more we see Black people living—loving and doing and being and feeling and going on adventures and solving mysteries and being the heroes—the more we come to recognize our shared humanity.”—Nic Stone (@getnicced) in @Cosmopolitan #BlackLivesMatter ,joy,surprise
@JoeBiden just won the presidency with this video tribute today at George Floyd’s funeral. VP Biden has won the hearts of hurting African Americans in a deep hurting time of injustice. I’m proud to be on Team Joe since day one. Thank you Joe. We love you. ,joy,surprise
My favorite pic from today - you couldn’t see the end of the crowd in either direction #dcprotest #blacklivesmatter ,joy,surprise
Proud of Springfield. #BlackLivesMatter Photo: Joe Bulger &amp; Bruce Stidham ,joy,surprise
I’m sorry but the world will never be the same again I see a change coming #BlackLivesMatter I love all the people who took time out of their schedules to protest &amp; prove to America that Black lives matter just as much as any race ,joy,surprise
"Idk if people will see this but, white people who want to help: (1) listen to black people (2) plug in to your local Black Lives Matter or SURJ organization. They also partner w/tons of other groups on all kinds of issues. So many ways to help, big or small! #BlackLivesMatter",joy,surprise
"8:58am, Sunday. It has been a long week. We were gassed here 6 days ago. Black Lives Matter Plaza is the People’s Plaza. #DCProtests #dcprotest – at St. John's Church, Lafayette Square",joy,surprise
I really want every corporation saying Black Lives Matter to put their money and policies where their mouths are.,joy,surprise
BLACK TRANS LIVES MATTER. You can’t support Pride if you don’t support BLM and vice versa. #blacklivesmatter #pride,joy,surprise
Proud to stand with @AtlAgainstHate to represent @CPFC in Atlanta Black Lives Matter and we will not tolerate hate or racism in any form #BlackLivesMattters #cpfc,joy,surprise
"It is beautiful to spend this Sunday afternoon at a vigil for Black lives with my family and my community. It is even more beautiful to see a #BlackLivesMatter march pass us, and to join in with their chants. Solidarity forever . Thank you to the organizers for this moment. – at MacDonald Park",joy,surprise
1. The fact she was in the middle of defending herself and had the time to say “black lives matter.” 2. That slap was music to my ears. ,joy,surprise
"Went to down town St Louis today to march, chant, and drum with the other protestors. #protests2020 #stlprotests Black Lives Matter ",joy,surprise
"All lives don’t matter until black lives matter. Each of these beautiful little girls are worth fighting for, protecting, and loving. #girldad",joy,surprise
This town is so much more then just a few stoplights and a Bdubs. So proud to be an #MSUAlum #BlackLivesMatter @MSUEagles,joy,surprise
“How good and pleasant it is when God’s people live together in unity!” Psalms 133:1 #BlackLivesMatter ,joy,surprise
No Justice. No Peace. #BlackLivesMatter – at Hamilton County Courthouse,joy,anger
Good plan. Promise to hold a few sensitivity seminars and we can sweep Black Lives Matter under the rug again.,joy,surprise
"We were able to donate $380 to @actblue from our Bandcamp sale on Friday, which was split amongst 70+ community bail / mutual aid funds &amp; racial justice organizers! Thanks so much to everyone that picked up some merch, all orders were shipped out this morning #BlackLivesMatter ",joy,surprise
Learned that #GeorgeFloyd went to @tamukingsville and some of his college friends say this is the first time they’ve seen each other since college. They say they used to rap together and that he was a “gentle giant” @KHOU #khou11 #GeorgeFloyd #Houston – at The Fountain of Praise,joy,surprise
Scheer is a moron. Kind of a dog’s tail pretending to be a leader. #cdnpoli #abpoli #BlackLivesMatter @AndrewScheer,joy,surprise
Good afternoon Black Lives Matter,joy,surprise
Your eagerness to respond negatively when someone says “black lives matter” is precisely the reason why we need to say #blacklivesmatter. It’s like you can’t fucking wait to say all lives matter. You’re foaming at the mouth you’re so ready.,joy,surprise
We went from black lives matter to white people making hotep jokes in just a week I-,joy,surprise
"This has the same energy as a white person DMing their black friend to say “black lives matter, I’ll be praying” but never speaking publicly or acting in support of the actual movement to end systemic racism. EMPTY WORDS.",joy,surprise
Brooklyn cyclists en masse for #blacklivesmatter this evening. I've had a new appreciation for bike bells in these days of protest. Good to see cyclists make a bike lane even if @BilldeBlasio won't. #ourstreets,joy,surprise
"I did my 8m 30s to remember our brother, George Floyd. Thanks to my son and his friends for put the march together. #letstoptheviolence #nbatogether @atlhawks @houstonrockets @sixers @denvernuggets @nbacares thebal… https://www.instagram.com/p/CBMPoVWDnPW/?igshid=1v22m34foho3a",joy,surprise
"a request, two weeks after the murder of #GeorgeFloyd - keep signing petitions. keep donating. keep protesting. keep tweeting, sharing, and learning. please don't lose the passion. please don't let this become nothing more than a several week movement.",joy,surprise
The white liberal “black lives matter” narrative is stressful.,joy,surprise
"Why does Black death— not Black life, Black joy, Black love —have to be the catalyst for change? #BlackLivesMatter #GeorgeFloyd",joy,surprise
"This is my dad, mom and brother. My dad’s birthday is this week and his request? Donate to 100 Black Men of Omaha. A non-profit he works with and believes in. What if every week for the rest of your life you asked yourself “What can I do” to forward racial equality. #georgefloyd ",joy,surprise
Our @AldineISD Leadership Conference begins with powerful words from our Superintendent @drgoffney encouaraging each of us to be a change agent in the world and in the work of leadership. #4QTRSTRONG #GeorgeFloyd ,joy,surprise
"Today at 11am, #GeorgeFloyd will make his final transition surrounded by a private group of loved ones and friends. His homegoing service can be streamed live on http://tfop.org/watch.",joy,surprise
"Love @SaguaroSUSD our stadium lights will turn on tonight at 8:46 pm, for 8 minutes 46 seconds, to honor the movement inspired by George Floyd. #BlackLivesMatter",joy,surprise
"For #TravelTuesday in honor of traveling locally, I’m sharing some of the most moving #StreetArt from #Chicago’s neighborhoods (inspired by the #BlackLivesMatter protests and the movement to end racial inequality) Share your “change / protest” inspired art finds! ",joy,surprise
"George Floyd is being laid to rest in Houston today. I’m praying for his family, all who were blessed to know him, our city, those fighting for justice in Minneapolis and everyone marching with us around the world. This beautiful mural is in Third Ward, Houston. ",joy,surprise
And to add because now people think that I don’t care about unborn Black Lives - y’all ALL Black Lives Matter AND ALL women should have the right to choose what happens to their body It’s not that complicated It’s not either/or I’m pro choice And I ride hard for my people,joy,surprise
"Today members of the Temple Law School student body, faculty, and staff gathered on North Broad Street to honor Mr. George Floyd as he was laid to rest and to support for the calls for racial justice. [ : Celia Givens LAW ‘21, Lauren Leiggi LAW ‘21, &amp; Temple Law School] – at Temple University Beasley School of Law",joy,surprise
Black lives matter every day not just this month! I love y’all ,joy,surprise
"Thank you to my friend Dr. Steve Wells for your words and your witness. If you know Steve, you know this is him all the time. He stands by what he says. Love you Dude! #GeorgeFloyd ",joy,surprise
#BrookeWilliams the niece of #GeorgeFloyd was incredible at his memorial today brilliant brave inspiring,joy,surprise
BEAUTIFUL photo by @JFoch !! Simply Wow! @HoustonChron #GeorgeFloyd ,joy,surprise
"I’ve been continually moved & inspired by the outpouring of community support in my district for the #BlackLivesMatter movement. Tonight, I’m proud to stand alongside my #BurlingtonMA constituents who are here to demand action on racial justice &amp; equity. #NotOneMore",joy,surprise
My second home doing it up right! #QueenCity #CLT #BlackLivesMatter ,joy,surprise
"#blacklivesmatter #charlotte #breonnataylor #georgefloyd #ahmaudarbery hate never wins! Love to all! @Charlotte, North Carolina https://www.instagram.com/p/CBPJlfnHjhU/?igshid=r8wnohu8py8m",joy,surprise
People in Watertown disagreeing over a Black Lives Matter message written in chalk. @KerriCorrado is live for us this morning with the story. #7News,joy,surprise
This is leadership ! This is power ! This is strength ! So proud of our @OhioStateMed students and this queen @debbie_fadoju ! Making waves and getting things done! This is @osumed_snma @OhioStateMed @OhioState #BlackLivesMatter ,joy,surprise
This is Sgt. Fred Jones. He’s a spokesperson for @LakeCountySO. He’s one of the best people I’ll ever know. He always gives me a thorough and insightful interview. We’ve been doing stories together about #GeorgeFloyd recently. Our latest one airs on Friday. @fox35orlando,joy,surprise
I just watched @Oprah's Where Do We Go From Here on @OWNTV. It was good to see highly visible people express what #GeorgeFloyd's death means and explaining some grassroots ideas to an audience who may not listen otherwise. Glad to hear @SandyDarity &amp; reparations mentioned. ,joy,surprise
