Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,tweet_text
"#Hateful , #horrible , #horrendous ... = last night's speech in summary @cnnbrk @NewDay @CNN #PhoenixProtests #PhoenixRally",1,0,1,0,0,0,0,0,0,0,0,"Hateful , horrible , horrendous ... = last night is speech in summary    Phoenix Protests Phoenix Rally"
My friend told me his dead wife's profile has been active within 24 hours on a dating site #onlinedating #nightmare,0,0,0,1,0,0,0,0,0,0,0,My friend told me his dead wife is profile has been active within 24 hours on a dating site onlinedating nightmare
Soooooo excited for lost village ✨😎🌈🎪🎷🏕,0,0,0,0,1,0,1,0,0,0,0,Soooooo excited for lost village  sparkles  smiling_face_with_sunglasses  rainbow  circus_tent  saxophone  camping 
Absolutely loving that people watching the #eclipse are cheering - for the sun! For the moon! For wonder! 💜 #beautiful,0,0,0,0,1,0,0,0,0,0,0,Absolutely loving that people watching the eclipse are cheering - for the sun! For the moon! For wonder!  purple_heart  beautiful
Working on the next #StarTrek #vidme video! I'm hoping I can fix my terrible audio crap from the last one 🤣 #SpecialBreedEnt,0,1,0,0,1,0,1,0,0,0,0,Working on the next Star Trek vidme video! i am hoping I can fix my terrible audio crap from the last one  rolling_on_the_floor_laughing  Special Breed Ent
"@Bills_Chick i go back at the end of each year and look at the swag they marketed, to include last years training camp guide #depressing",0,0,0,0,0,0,0,0,1,0,0," i go back at the end of each year and look at the swag they marketed, to include last years training camp guide depressing"
Vou encher o snap,0,0,0,0,0,0,0,0,0,0,0,Vou encher o snap
@sportive_tricks A horrific take.,0,0,1,1,0,0,0,0,0,0,0, A horrific take.
Not all learning has to be #serious! Session on serious games for #disaster and #resilience learning   #hazWS,1,0,1,0,0,0,1,0,0,0,0,Not all learning has to be serious! Session on serious games for disaster and resilience learning   W S
"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious",0,0,0,0,1,1,0,0,0,0,0,"Happy 12th birthday to my Neopet! retro\nHappy 75th birthday, Harrison Ford! legendary\nHappy 80th birthday, Krispy Kreme! delicious"
"The dictionary words for #joy are – gladness, cheerfulness, exultation, rapture, pleasure, delight.",0,0,0,0,1,0,1,0,0,0,0,"The dictionary words for joy are – gladness, cheerfulness, exultation, rapture, pleasure, delight."
@keval_91 @ChopdUK Sort it out @ChopdUK ,0,1,0,0,0,0,1,0,0,0,1,  Sort it out  
"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord 💖",0,0,0,1,1,0,0,0,1,0,0,"I keep so many secrets, my heads gonna explode!!! \nOh hey there i didn't notice u were reading this see good morning \n  sparkling_heart "
Good Night everyone... #goodnight #sleep #nice #great #night #music #day,0,0,0,0,1,1,1,0,0,0,0,Good Night everyone... goodnight sleep nice great night music day
To represent the #logic re why I'm here doesn't #worry me! What #worries me is what I see before me #globally! That logic doesn't add up,0,0,0,1,0,0,0,0,0,0,0,To represent the logic re why i am here doesn't worry me! What worries me is what I see before me globally! That logic doesn't add up
Having fun today at Mad museum Stratford upon Avon ,0,0,0,0,1,0,0,0,0,0,0,Having fun today at Mad museum Stratford upon Avon 
Coming up on snap chat so add me asap MATEO_BKNY #snapchat,0,1,0,0,1,0,0,0,0,0,0,Coming up on snap chat so add me asap MATEO_BKNY snapchat
@lmfaogtfoo that is a lie i am #upset,1,0,0,0,0,0,0,1,1,0,0, that is a lie i am upset
A @viaquest ego-fest AGAIN on LinkedIn. Advocate for a change. #arrogance is NOT #advocacy. So tired of their self promotion w/o purpose.,1,0,1,0,0,0,1,0,0,0,0,A  ego-fest AGAIN on LinkedIn. Advocate for a change. arrogance is NOT advocacy. So tired of their self promotion w/o purpose.
#sebastiangorka is unwatchable and despicable! #nothuman #fascist #bully #liar #vomitinducing,1,0,1,0,0,0,0,0,0,0,0,sebastiangorka is unwatchable and despicable! nothuman fascist bully liar vomitinducing
My only concern for my Dio claws,0,1,0,1,0,0,0,0,0,0,1,My only concern for my Dio claws
@Squishy_Derg @FiskVelox @Introdile nervous laughter ensues,0,1,0,1,1,0,0,0,0,0,0,   nervous laughter ensues
"@ElectraHotels very very disappointed from the level of service so far. No concierge service,No housekeeping,No room service #unhappy",1,0,0,0,0,0,0,0,1,0,0," very very disappointed from the level of service so far. No concierge service,No housekeeping,No room service unhappy"
I don't fear the unsettling demons inside of me. I let them conquer the weakest nook of my soul for that is the only provenance of my power.,0,0,0,0,0,0,1,0,0,0,0,I don't fear the unsettling demons inside of me. I let them conquer the weakest nook of my soul for that is the only provenance of my power.
mum got out of a rlly bad car crash completely not injured and i found a rlly sentimental piece of jewellery i thought i'd lost #blessed,0,0,0,0,1,1,1,0,0,0,0,mum got out of a rlly bad car crash completely not injured and i found a rlly sentimental piece of jewellery i thought i would lost blessed
The second type of #anger is named 'settled and deliberate' and is a reaction to perceived deliberate harm or unfair treatment by others.,1,0,1,0,0,0,0,0,0,0,0,The second type of anger is named 'settled and deliberate' and is a reaction to perceived deliberate harm or unfair treatment by others.
Antonio Conte and Chelsea must be fuming. First Lukaku to UTD and now James Rodriguez to Bayern.,1,0,1,0,0,0,0,0,0,0,0,Antonio Conte and Chelsea must be fuming. First Lukaku to UTD and now James Rodriguez to Bayern.
its #easy to be #unhappy 😐,0,0,0,0,0,0,0,0,1,0,0,its easy to be unhappy  neutral_face 
@virginmedia have the worst customer service I have ever encountered - I am disgusted. Please contact me @richardbranson #appalled ,1,0,1,0,0,0,0,0,1,0,0, have the worst customer service I have ever encountered - I am disgusted. Please contact me  appalled 
@crumbs_oh @tradasro @WingsScotland @theSNP @STVNews @Channel4News Since when was being 'fair to Scotland' a concern for the British state?,1,1,1,0,0,0,0,0,0,0,0,      Since when was being 'fair to Scotland' a concern for the British state?
"Funny how the universe answers your prayers: i said i needed time to grieve, bam! universe gave me flu.",1,0,0,0,1,0,0,0,1,0,0,"Funny how the universe answers your prayers: i said i needed time to grieve, bam! universe gave me flu."
@Alex_H_1234 Fuck sake i'm fuming. on the upside at least I can keep loving the bloke and that he didn't sign for Chelsea or Liverpool..,1,0,1,0,0,0,0,0,0,0,0, Fuck sake i am fuming. on the upside at least I can keep loving the bloke and that he didn't sign for Chelsea or Liverpool..
@Sethrogen HUGE fan of your work!!! But tell me how baked were you guys when y'all came up with the Sausage Party idea?? #hilarious,0,0,0,0,1,0,1,0,0,0,0, HUGE fan of your work!!! But tell me how baked were you guys when y'all came up with the Sausage Party idea?? hilarious
"@anya_sisi Off to jail with lots of other like minded muslims, with his koran, prayer mat, halal #islam = #terrorism",1,0,1,1,0,0,0,0,0,0,0," Off to jail with lots of other like minded muslims, with his koran, prayer mat, halal islam = terrorism"
@MikeyBustos im extremely sad and the parody is not on time 😭 i need to laugh,0,0,0,0,1,0,0,0,1,0,0, im extremely sad and the parody is not on time  loudly_crying_face  i need to laugh
I thought the eclipse would make it not so damn hot outside today #disappointment,0,0,1,0,0,0,0,0,1,0,0,I thought the eclipse would make it not so damn hot outside today disappointment
My dads big day is only less than 2 weeks away. 😱 #excited,0,1,0,0,1,0,1,0,0,0,0,My dads big day is only less than 2 weeks away.  face_screaming_in_fear  excited
Happy Birthday @ElColtonShow continue to be great and blessed to see many more.,0,0,0,0,1,1,1,0,0,0,0,Happy Birthday  continue to be great and blessed to see many more.
"……Of course not, and I am quite dismayed by the ludicrous nature of her claim.",1,0,1,0,0,0,0,0,1,0,0,"……Of course not, and I am quite dismayed by the ludicrous nature of her claim."
"@davidallengreen The difference of being a third country in negotiations, as opposed to a member state, hasn't sunk in yet",1,0,0,0,0,0,0,0,0,0,0," The difference of being a third country in negotiations, as opposed to a member state, hasn't sunk in yet"
"I actually hate Vision. Coming over from @emiswebsupport is like moving from Man City to QPR. A league below, past it and clouded in chaos.",1,0,1,0,0,0,0,0,0,0,0,"I actually hate Vision. Coming over from  is like moving from Man City to QPR. A league below, past it and clouded in chaos."
"i had a good ass day yesterday, went to sleep happy . man i woke up at 6 nigga &amp; im still happy wth , i'd usually be pissed as hell 😂",1,0,0,0,1,0,1,0,0,0,0,"i had a good ass day yesterday, went to sleep happy . man i woke up at 6 nigga &amp; im still happy wth , i would usually be pissed as hell  face_with_tears_of_joy "
Hello.. I need Some Grumpy Cat Leggings A.s.a.p. Mmmkay😂😍 #adorable #cute #infj,0,0,0,0,1,1,0,0,0,0,0,Hello.. I need Some Grumpy Cat Leggings A.s.a.p. Mmmkay face_with_tears_of_joy  smiling_face_with_heart_eyes  adorable cute infj
"@CoachBru lol, I have my awesome moments here &amp; there! 😄 Also shared it with a blogger friend of mine too.",0,0,0,0,1,1,1,0,0,0,0," lol, I have my awesome moments here &amp; there!  grinning_face_with_smiling_eyes  Also shared it with a blogger friend of mine too."
4. Honestly all of them they all seem so nice but I'm #intimidated,0,0,0,1,0,0,0,0,0,0,0,4. Honestly all of them they all seem so nice but i am intimidated
"@Spicerlies So she's saying that the mountain of verifiable evidence that says otherwise is all fake news? Well, there's a surprise! 🤣",0,0,0,0,1,0,0,0,0,1,0," So she is saying that the mountain of verifiable evidence that says otherwise is all fake news? Well, there is a surprise!  rolling_on_the_floor_laughing "
"@EdelMHennessy @DrBron The people worth knowing never behave like that, so methinks it's a bit of denial and resentment",1,0,0,0,0,0,0,1,0,0,0,"  The people worth knowing never behave like that, so methinks it is a bit of denial and resentment"
Welcome Shy Guys Allegiance! Why does asking for a plant seed seem so sexual in Paper Mario? #PaperMario #game #NotSoShyGuys #sexual #funny,0,1,0,0,0,0,0,0,0,1,0,Welcome Shy Guys Allegiance! Why does asking for a plant seed seem so sexual in Paper Mario? Paper Mario game Not So Shy Guys sexual funny
Good to see India indignant about Amarnath Yatra. Do also try and visit the area around it too. There may be some more graves to weep for.,0,0,1,0,0,0,0,1,1,0,0,Good to see India indignant about Amarnath Yatra. Do also try and visit the area around it too. There may be some more graves to weep for.
"Dating a skinny girl is fun though, anytime you get bored you start counting her ribs and measuring her spinal cord! #happy",0,0,0,0,1,0,0,0,0,0,0,"Dating a skinny girl is fun though, anytime you get bored you start counting her ribs and measuring her spinal cord! happy"
I'M PISSED!! NOTHING HAPPENED DURING THE ECLIPSE!! NOTHING!!!!  #party,1,0,1,0,0,0,0,0,0,0,0,i am PISSED!! NOTHING HAPPENED DURING THE ECLIPSE!! NOTHING!!!!  party
"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",0,1,0,0,1,0,1,0,0,0,0,"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!"
Look at those U ❤️ like #Okja looks at #Mija - Be a #Mija &amp; help sum1 in need-remem 🐖🦃🐓🐄🐾feel just as we do.. #love #fear #longing and #pain,0,0,0,1,1,1,0,0,1,0,0,Look at those U  red_heart ️ like Okja looks at Mija - Be a Mija &amp; help sum1 in need-remem  pig  turkey  rooster  cow  paw_prints feel just as we do.. love fear longing and pain
"Horrible mood, tired, annoyed, work at 10:00, running off shitty sleep.",1,0,1,0,0,0,0,0,1,0,0,"Horrible mood, tired, annoyed, work at 10:00, running off shitty sleep."
@bitterbottom Such an amazing pic 😍,0,0,0,0,1,1,1,0,0,0,0, Such an amazing pic  smiling_face_with_heart_eyes 
@AntiGOPActivist @HuffPostPol Christy is a bigger piece of shit then trump is and a bully.,1,0,1,0,0,0,0,0,0,0,0,  Christy is a bigger piece of shit then trump is and a bully.
Last night was the first night I slept by myself in 3 weeks and it was awful.,1,0,1,0,0,0,0,0,1,0,0,Last night was the first night I slept by myself in 3 weeks and it was awful.
@chadbowers Look forward to next years @heroesonline Con in Charlotte so i can get Darkhawk signed! #awesomeness,0,0,0,0,1,0,1,0,0,0,0, Look forward to next years  Con in Charlotte so i can get Darkhawk signed! awesomeness
"#Amazon's #PrimeDay debut in #India was #disappointing, maybe next year it will get better..glad it's finally here though! 😅",1,1,1,0,0,0,0,1,0,0,0,"amazon is Prime Day debut in India was disappointing, maybe next year it will get better..glad it is finally here though!  grinning_face_with_sweat "
ain't no sunshine when she's away ♫ ,0,0,0,0,0,0,0,0,1,0,0,ain't no sunshine when she is away ♫ 
I deleted so many ppl off my snap,1,0,1,0,0,0,0,0,1,0,0,I deleted so many ppl off my snap
"@kaillekirkham @gimmical_impact @nicefinalbeam I think it's awesome, I'm just going to need some time to marvel and reprogram my brain. 😆",0,1,0,0,1,0,0,0,0,1,0,"   I think it is awesome, i am just going to need some time to marvel and reprogram my brain.  grinning_squinting_face "
Batman like to enrage the heat on the new dimity frock and proposed marriage to me! Polly Shaw will lay me a CBGB crazy balled,0,1,0,0,1,0,0,0,0,0,0,Batman like to enrage the heat on the new dimity frock and proposed marriage to me! Polly Shaw will lay me a CBGB crazy balled
Thought It was a joke so sad anyway #biwott,0,0,0,0,0,0,0,1,1,0,0,Thought It was a joke so sad anyway biwott
@Alyssa_Milano @IvankaTrump #Alyssa Y don't U use your voice 4 good instead of #hatred &amp; #Resistance of @POTUS? I'm sure #Ivanka could help!,1,0,1,0,0,0,0,0,0,0,0,  Alyssa Y don't U use your voice 4 good instead of hatred &amp; Resistance of  i am sure Ivanka could help!
TARED tabby abaci rabid each dabs,0,0,0,0,0,0,0,0,0,0,0,TARED tabby abaci rabid each dabs
