ori_sentiment,tweet_text
nocode,Piero della Francesca conference at &amp; might bring new thoughts on our Piero?
happy,"favourite summer art is Seurat, Bathers at Asnieres"
nocode,Old Shield in #art #discover #history
nocode,Please feel free to stop by today! #CastleHill15
nocode,no neither am I
nocode,"La abre Blind Spots de #JacksonPollock,serie realizada entre 1951-1953,exhibidas luego de 30 años #art"
nocode,""" Have you seen our new Instagram account? Stop, look, discover, and share with us: Love Canaletto"
nocode,"Read our latest e-news: Richard Long on A Line Made by Walking, licensed for #IMOOS &amp; more"
nocode,fertilizer trade in the years following the battle.
happy,new Jackson Pollock:Blind Spots exhibition opens to the public tomorrow #excited #Liverpool #art Not to be missed!
happy,#IloveMuseums because every time I visit I find out something new!
happy,Very good exhibition of WM Turner watercolour works donated for John Ruskin collection #culturaldayforanortherner
not-relevant,10 #JohntheBaptist things w/ +
happy,"I agree , it is so exquisite 💕"
nocode,Join us tomorrow for Dr Nicholas penny is live Q&amp;A . Tweet your questions using #AskTheGal... via
nocode,Greek Lovecouple by my father Carl Kohler 1919-2006
happy,The Jackson pollock exhibition coming to is a must see! I can not wait to see it!
nocode,{ } #drawing #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics
nocode,Do you appreciate art with all your senses? Start your weekend with us and find out http:... via
nocode,"Time is running out to catch New Rhythms as well as our selection of gaudier-brzeska is birds in helen is Bedroom, 5 days left!"
happy,". all about the world history, but they should learn about the real summer! Hahaha"
happy,Looks like my kind of place. :-
happy,Hurray! Welcome!
nocode,What did the Doge do?
happy,Good meeting the team of and here at Wrexham Museum for the opening of the new Egyptian exhibition.
happy,". it is such a wonderful, evoking exhibition! #DefiningBeauty"
nocode,"Just finished Irving finkel is ""The Ark Before Noah"" featuring tablets, photo by shown."
happy,Looking forward to starting my residency at today!
happy,"yes, is one of my favourite galleries. Very relaxing atmosphere :"
nocode,Second phase of cornwall is Tate St Ives steams ahead
nocode,Roman #cameo w/ Cupid holding satyr mask
not-relevant,"The second GENOCIDE agvainst#Biafrans as promised by#Buhari has begun,3 days of unreported aerial Bombardment in#Biafraland"
nocode,a chance to see artists friends of ours #sarahturner
happy,Thanks so much for doing this. I absolutely love it. 🎨📹
happy,Well done!!
angry,Stop the privatisation of services at the Sign the petition now: via
happy,Inspiring article. Now i am wishing or Cambridge University Museum of Zoology might put on a show...
nocode,
surprise,The cropped image in the timeline looks like something entirely different anyone else see it?
nocode,"#London open call for submissions of papers on the subject ""Is Art Now Too Expensive for Museums?"""
not-relevant,""" L'Angleterre est une nation de boutiquiers."" #Waterloo200"
nocode,"i am at in London, Greater London"
nocode,"i am at Museum of Archaeology and Anthropology, University of Cambridge in Cambridge, UK"
happy,"Townsend also designed with it is beautiful mosaic, illustrated here #architecture"
happy,Very imposing excellent visit
nocode,"Opening tomorrow Mystery, Magic &amp; Midnight Feasts Adventures of Enid Blyton"
nocode,"i am at in London, Greater London"
happy,Very impressive! I would certainly be inspired each day entering the RA.
happy,Fabulous Greek Statues exhibition Learnt so much. Including physical beauty being a sign of inner goodness. 'Struth i am evil
nocode,What touch codes exist between us? Trailer for my film The Touch Diaries Premiere 09/07
nocode,Because people like the #French and not so much the #British who went about like pirates with naval might.
nocode,Back a winner with the collection from #RoyalAscot
nocode,"Sir Nicholas Penny, who recently retired as head of the will also be receiving an honorary degree"
nocode,TY Also follow 2017 Abstract Film Program #FF #HungryGhosts
happy,"So pleased I was able to see 'Ancient Lives, New Discoveries' exhibition before it closes on 5/7. Fascinating use of tech!"
nocode,""" Rosetta Stone "" . example of what the Napoleonic Wars brought out of Egypt IT IS A TREASURE!!"
sad|disgust,The £25 #definingbeauty publication photo cropping &amp; repro is at times poor though. Tempted to refund
nocode,Termas: Underwater Throne last weekend
happy,caro is tribute to Duccio is a wonderfully mysterious thing all edges and spaces in waxed wood.
nocode,what is missing? Fill the space with your own Gaudier Brzeska tomorrow #CastleHillOpen
nocode,"Rubens was born #OnThisDay in 1577. You can view many of his works, including 'Samson and... via"
happy,Art does you good. Also there are lovely flowers.
happy,Off to shortly to hear Lindsay Allason-Jones in a lecture and see fab collection there.
happy,Early photoshoot now off to to shoot the amazing #jacksonpollock for US magazine
nocode,Pay went in whoop. If I am feeling okay after work I want to head to the to finally catch defining beauty
happy,Looking forward to watching the #BAFTA-Nominated tonight at with ahead of
happy,Had a chat with a guide in about baby Jesus being big in paintings. We decided it is because Jesus was King Of The Babies.
angry,Why at the British Museum? Highwayman! return the stolen goods to its owners! All its colonial pillage!
happy,Rediscovering my love of PreColumbian #America: Jago cooper is #Inca: Masters of the Clouds. Awesome!
happy,Really enjoyed hearing talk with such enthusiasm about #pollock at this afternoon.
nocode,Private curator is tour of #Watercolour exhib inc some items from archive
surprise,two of those ... I would have never thought that they are his
nocode,"Is that the British Museum,Luton?"
happy,Excellent post-classical classicising graffito outside #SenecaRules
not-relevant,"Head of Communications FT, London #artsjobs Closes soon!"
nocode,"Stonehenge on summer solstice w/ sun rising behind slaughter stone, Bertram Buchanan British 1889-1920"
nocode,"Cuneiform Clay tablet; New Babylonian, c.6thc. BCE. Astronomical record about Jupiter; acquired Iraq"
nocode,Last week to see 'New Rhythms' at featuring work by Henri Gaudier-Brzeska closing 21 June
nocode,"#NG365 vuillard is ""The Mantelpiece"" 1905 #art #twitart"
nocode,"tempted, as staying close to the museum that night"
happy,Loved this exhibition ... #egyptian #mummies
not-relevant,City #Culture/#Travel news we picked up today: Original tweets via:
happy,Thanks for showing us this event: death + paintings = yes!
nocode,"1 of my images selected for 'Evolver' magazine 50 Finalists Show opens 4/7 ""Four Fish"""
happy,Great photos. Definitely going to visit over the summer.
nocode,Liverpool Student Offers:
happy,I bet is good. Search for all your favourite art institutions. Bye for now
happy,To celebrate new Pollock exhibition has amazing ticketed event of live 'Pollock' jazz on 4 July. Visit website for tickets
happy,The #DefiningBeauty exhibition at the is *fantastic*. Closes on 2nd July so hurry hurry! Taster here:
nocode,"Just a week left of ""Defining beauty: the body in ancient Greek art"" on until 5th July!"
nocode,Saturday 4 July #London A symposium of #radical #film from contemporary #Greece: Athens NOW
not-relevant,Buhari joined boko haram in killing Biafra people for the pass three days
nocode,Historic Kitchen takes on some pungent #recipes from a #AncientRome cookbook.
happy,I certainly did! I did not get a chance to look round the gardens so will definitely be back soon!
nocode,Gallery no. 1 #londonsights
nocode,Did Napoleon have any relationships with other women after he divorced Josephine? #Waterloo200
nocode,LAST CHANCE for GAUDIER-BRZESKA: NEW RHYTHMS closes #Sunday
nocode,I then wandered through the Ancient Greek galleries. This helmet was a Corinthian offering to Zeus.
nocode,Etching glasses for Thursday nights Gin Performance -6-8pm
happy,"Teruel ham, an excellent choice. Definitely on my 'to visit' list."
happy,#courtauldsummerparty tickets booked! Whoop! #Courtauld #letthegoodtimesroll
nocode,Like those 'melted' carved frames in Paris?
nocode,Better jaw-jaw.. . But I think he managed both.
angry,GO visit or &amp; take photos of #art instead of where you can not take photos &amp; waste your time
happy,thanks. We gad a good day.
happy,Seems reasonable :
nocode,Link por es el tuit más popular en mis 'news feed' de hoy
happy,Love the exhibition of Kangas inspired.
happy,"looking forward to the private view today, what time does it start?"
nocode,"In that film N. was a glutton for ice cream, does this have any truth in it? #Waterloo200 #ziggypiggy"
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland"
nocode,Arriving early for Liverpool? See for things to do &amp; offers incl
happy,there is tours of our gardens 3pm &amp; art collection 2pm as part of Castle Hill Open Day tomorrow with Hope to see you there!
happy,Cambridge is spoilt for choice;
nocode,"i am at in London, Greater London"
not-relevant,Searching for a great #conference #venue this summer? Take a peak at what The Edge can offer.
happy,#Cambridge lovely #cat souvenir of #gaudier-brzeska drawings. With #Monmouthcoffee
nocode,Ancient artefact meets new technology for ramm is millionth visitor #Exeter
nocode,"My favorite is "" Beethoven, or the 'Kiss of the whole world""'; Alois Kolb1900"
happy,This one of my favourites #sothere
nocode,"fraud laws made, voicelj"
happy,No doubt is one if the best attractions in London.
nocode,Helen Wilson talks about her CDA PhD work w/ Do innovative techniques add to #cdavalue?
sad,Yes... but not as #Rembrandt his paintings makes me weep ..#DUTCH 17th c golden age paintings ahhhhhhhh
happy,A frame makes such a difference.Up close #Klimt Pallas Athene frame is beautiful
nocode,Yes it was. it is related with the conquer of Granada in 1492.Then the flower was included in the coat of arms.
happy,"Learning photography, history and respect for the dead yesterday #AncientLives my son loved it #homeed"
happy,NOW! Experience the masters at work #lovecambs
happy,and my son and I were excited to be at your beautiful museum in February!
nocode,Castle Hill Open Day today 12-5. we will be in Castle St Methodist Church
nocode,Last week: #CanAltay
happy,Really looking forward to seeing this Watercolour exhibition #Turner #Sargent #Whistler
nocode,"Find inspiration next week on Bronze Age art, ancient Cyprus and Roman money at"
nocode,"Find out more about Allora&amp;calzadilla is mud sculpture ""HopeHippo"""
