ori_sentiment,tweet_text
neutral,"i am the bird with broken wings, she is the song i love to sing you know who you are xx"
happiness,Thanks for the Gifford Lectures page
happiness,I had fun this summer
fun,"Haha it is not awful at all, but I think everyone hates the sound of their voice when they hear it played back, I know I do!!"
neutral,"but gi is team edward, so i would watch your back :p"
neutral,Not yet. I hope to check it out this week.
neutral,The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed
happiness,lol i like challenges the more impossible the more i want to try!
love,Waiting for the El &amp; listening to a little MJB &quot;Just Fine&quot;. Perfect song to start my week.
happiness,"? Polly scattergood is new single out today! Download the Please Don't Touch EP on iTunes, it is ace!"
neutral,Planning the things to do in May
worry,"the movie takes a lot of digs at the Indian Movie Industry so may not much sense, unless you have followed it long enough"
happiness,remember the guy who 1st #tweetbud you! ~&gt; help him get 900 flwrs &amp; make him smile!
fun,"You know, you can read almost all your Tweets as some sort of disgusting euphamism. it is quite fun"
love,working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee
neutral,"Hey there, I just crop them in Photoshop and play around with the composition. What looks better large etc."
neutral,"Where you at? No tweeting today? No gardening either, I bet?"
happiness,Good morning ready to start this week.
happiness,"reviews done, 30 new sentences, 100+ iknow done wow on a role"
neutral,"mostly just going to work and then update my twilight blog basically, that is my life. Is it sleeptime for you?"
happiness,i have heard Basment jaxx is new song &quot;Raindrops&quot;...that is fantastic!!! and makes me dancing i can not wait Fuji Rock Festival...
worry,"you need to play something from Mary Poppins at them, everyone knows that is how rooms get tidy"
sadness,Working working and working at www.redirlanda.es. Many hours spent but it worth!! Letï¿½s make Red Irlanda big
happiness,"Chillin with the rents, and looking at hilarious old photos. Well funny!"
neutral,Picture Day for 3 YO preschooler. Light blue striped utton down and kahkis. Wonder what color they will be when I pick him up in 3 hours
happiness,Good morning
fun,i am going to school...JOY! :/ 7:20 am! i have got to go! BYE!
neutral,Young money
empty,"yes, Mondays are hard! Hope you have a great day too &amp; have the opportunity to get out at some point into the sun"
neutral,wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes
worry,Download speeds are now unlimited until further notice
neutral,"Well, I just need to get some motivation, and also, to do my homework, and essay... And.... it is such a lovely day! How?"
love,"This is the day that the Lord has made, I will rejoice and be glad in it"
neutral,Lol re your Gillian Anderson comment
worry,off to pick up my daughters who appear to be picking up an unhealthy liking for primark...feel like a bad parent
happiness,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!
worry,"i have had that &quot;problem&quot; too, being charmed fast, I mean. i will cross my fingers for you"
happiness,it is true! have u downloaded the tweetdeck yet? it is literally amazing xxx
neutral,officially MOSS doesnt work on Vista but unofficially its fine
sadness,"Ahahahah, hello to you and welcome on twitter ^^ Got the hang of it already? xx"
love,You too sweetie
happiness,Go for it!!
love,happy birthday and congrats wish you were here for your lady..ill take care of her;
relief,trying to watch lost online very annoying and slow...the internet not lost
neutral,"Sam, may I ask an odd question? What might your fave animal be?"
neutral,Morning. Off to school... Ickkk!
neutral,GOING TO WATCH SUPERNATURAL shall return afterwards xx
fun,gonna be a longg day but fun senior walk finally
neutral,"Its prob cuz I do not really like sleeping in late, even if I tried."
relief,Thank you!
happiness,whoaaaaaaaaaaa RYAN!!!! i can see his smile from here
happiness,I figured that... But I ended up taking my cousin to work in the Rain anyway... But hit me up
love,my guys call me ``BartÂ ofÂ theÂ criticalÂ questions''. i am guessing that is a good thing. #zeropoint.IT
love,that is crazy why would anyone not follow you? Your tweets are so much fun
happiness,"I agree, keep it in Star Trek but make it commercially viable! C'mon!"
sadness,I miss you too!!
neutral,"Ah! Gotcha. Well, i am curious to hear what you thought of Wolverine then. if you actually went and saw it."
relief,whew finally got in to RC..
happiness,Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she is getting it we can be backing dancers by next tour
neutral,"i am having tuna &amp; noodles thing, smashed potato cakes &amp;......? Winksy says hi."
happiness,"Yay! Congratulations, oh newly minted graduate. you will have to let me buy you lunch and iced chocolates PLURAL to celebrate!"
love,"we can sail around the world, you and me baby..."
love,love Dawn of the Replicants! love music monday!
hate,"7846 almost catching up, so gonna kick her ass, and woop i will b joing the 10k mile high club soon"
neutral,going to take my last final wish me luck ..
love,"i do i do, i feel absoulutley fine"
happiness,"this is 5 hours late, but i never managaed to sleep properly. i think david tweeting me back earlier is the reason. ahaha"
love,Thanks too
neutral,ya and i would have gained a few kgs by then. what are you working on today?
happiness,I can remember those Evidence Based Management lectures...definitely the best of EBM
happiness,Going to the gym early trying to get back in shape again. My husb got me a gift cert to swim w/ Dolphins for my BD. Need muscles!
happiness,yeah! Love my Hawaiian outfit. We reused that for rugby 7 this year with
happiness,Guinness got 2 'new' toys from mom and dads house. Hooray for free stuff
happiness,"thank you very much, i am glad you like them!"
fun,"That sounds like lots of fun, Nick! lol"
neutral,i knew a horse called dollar too
love,Good morning and thank you for the re-tweet. Have a great day yourself.
neutral,Laura When Ur up Call Me
neutral,just checking
worry,it is Star Wars day?! Urgh i am gonna have to get the videos out
worry,I love when ryans a housewife. Makes me smile.
fun,Woo got a fast mobile broadband connection now
happiness,"I am UCE, I did my PGCE there went to Leicester for my main degree though ..."
neutral,"Room is clean, now it is time for breakfast"
neutral,Smiling! These guys are! Turn up your speakers and SMILE~life is good!
worry,School then football then with alecceeee
worry,"personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08"
neutral,about as precise as any other weather report
neutral,it gets down to like 10C at night and about 25C in the day
love,"ha ha ha I slept in again, three days in a row! must be a new personal best today i am going to attempt to finish my regluing my fans."
happiness,"I just got through doing my work now I can take the whole day off, its great being your own boss"
neutral,Waking up at ungodly hours to go to work is starting to get old but at least the coffee is good
neutral,"Woke up dreaming I met my Hero; Author Anne Rice &amp; her son, author Christopher Rice. I was in such euphoria. Perhaps I would someday."
happiness,I have been awarded my first ever credit card
neutral,"no idea offhand, but if you keep tweeting about crowdsourcing graphics i am sure someone will tell you"
happiness,Clive it is my birthday pat me
neutral,"well if you are ever headed back to the west coast, hit me up. I have a tiny place, but we can hack and hang out at the beach"
relief,you are right about the duckies thanks for being such a big help with wrapping &amp; writing up!
fun,back from my nice hot shower i am wishing that brent was my older brother
sadness,"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day"
happiness,omg supernatural is on after good news week
relief,Happy Monday morning!
worry,good morning! Got to be afternoon in Germany
love,I love you too!
neutral,I see
enthusiasm,will you be posting a pic of you H suit?? Pretty please?
worry,"Oh i see. My grandparents were from Ilocos as well, but they moved to Nueva Ecija"
fun,popcorn crazy dude and still adorable
fun,"Would you travel to the UK for one? The big US meets sound great, i would love to go to one of those, so many furs &amp; so much art"
enthusiasm,"BTW, 'nathanfillion' is trying to beat his Flight Control score as well, maybe you should follow each other?"
relief,finally over my sickness.
happiness,"Out for a walk in the cornish countryside, on the great British bank hol"
relief,"Sheesh. No crochet? BAH and humbug. And sleep? Um, I suppose I will someday"
neutral,"Thanks Anita, I am looking for hosting, I will look at them too"
neutral,"Maybe you can take a recorder with you around, so when you can record those new melodies that you have came up with in yr head"
