ori_sentiment,tweet_text,sentiment
fear,In a flat in Sydney rough area at home on my own the flat had been burgled the night before and no way of locking the door.,fear
anger,When the bus driver failed to stop and pick me up at a bus stop.,anger
sadness,When my uncle died of leukemia at age 35.,sadness
disgust,Watching an alcoholic woman who was approaching everyone at the wharf for cigarettes a prostitute in Auckland elderly.,disgust
joy,"When I went to the pub with a large group of friends, we drank and danced.",joy
fear,Watched a horror movie which involved sexual attacks on women.,fear
anger,My boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead.,anger
sadness,My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times.,sadness
disgust,"I was driving along and saw this young guy urinating into the gutter, in broad daylight.",disgust
joy,Birth of children.,joy
fear,Being alone at night.,fear
anger,In a hurry to get to lectures and the car would not start.,anger
sadness,When grandfather died.,sadness
disgust,Obscene phone calls.,disgust
joy,Thought had discovered true love.,joy
fear,Stopped at lights in Mangere late one Friday night on way home from work. Alone in car when someone came up behind the car and started banging and shaking it. Light was red and had nowhere to go until light changed. When green I took off.,fear
anger,When fired unjustly from a job as casual bar-person. Charged with giving away free drinks. Not done so and had witnesses to prove it both patrons and bar staff. Other staff were supportive.,anger
sadness,Close friend leave to go overseas for an indefinite period. Farewell scene at airport.,sadness
disgust,When employer made a pass at me whilst I was at work.,disgust
joy,Receiving understanding from within self of a subject I had previously wished to understand better.,joy
fear,To talk in a meeting expound my thoughts on a subject. Fear delayed me acting to do this.,fear
anger,Towards wife is laziness in not performing her usual duties because of television watching.,anger
sadness,Watching suffering in Third World country.,sadness
disgust,Observation of people lost in the profit motive i.e. business managers to their actions esp.,disgust
joy,Meeting best friend at the airport boyfriend who I had missed terribly.,joy
fear,Confronted outside a party by some very nasty character gesturing to a car full of mean-acting friends felt in danger.,fear
anger,NO RESPONSE.,anger
sadness,My cat died painfully and slowly.,sadness
disgust,Having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications.,disgust
joy,I was very pleased and happy when my older sister came home from living somewhere out of town and I had not seen her for months. We are very close sisters.,joy
fear,I was skiing alone and the mountain became covered with mist and I thought I was lost and was going to panic.,fear
anger,My parents did not allow me to go to a social function that all my friends were attending.,anger
sadness,"While still at school a friend died of cancer, after being ill for a long time, she was 17 yrs old.",sadness
disgust,At a party my best girlfriend got really drunk and went off with a guy she knows I really like.,disgust
joy,When my brother who has been out of New Zealand for 10 years came to visit with his wife which none of our family had previously met.,joy
fear,"When I had to give a speech about some historical event, to an audiece of about 200 people my own age whom I did not know.",fear
