sentiment,text,other,tweet_text
shame,"When I failed my Primary school leaving Examinations. I never
thought I would fail. When I heard I had failed I really felt
ashamed of myself.",,when i failed my primary school leaving examinations. i neverthought i would fail. when i heard i had failed i really feltashamed of myself.
guilt,"One time I felt guilty when I told one of my previous boyfriends
we were through just because I never felt like having one at that
particular time.",,one time i felt guilty when i told one of my previous boyfriendswe were through just because i never felt like having one at thatparticular time.
joy,"I was filled with joy when I heard that I had been selected for a
University course.",,i was filled with joy when i heard that i had been selected for auniversity course.
fear,"Sometime back, my boyfriend and I were having a walk nearby my
parent's house. Suddenly we met my grandfather and I was
afraid that he would report to my parents.",,"sometime back, my boyfriend and i were having a walk nearby myparent is house. suddenly we met my grandfather and i wasafraid that he would report to my parents."
anger,"One day I was angry with my friend who went into my drawer and
took a piece of paper on which I wanted to write a letter and
used it for her business without my knowledge.",,one day i was angry with my friend who went into my drawer andtook a piece of paper on which i wanted to write a letter andused it for her business without my knowledge.
sadness,"It was shocking news to me when I received a telegram from home
telling me that my grandmother had passed away. I had to go home to attend
the funeral but unfortunately I found that the burial had already
taken place.",,it was shocking news to me when i received a telegram from hometelling me that my grandmother had passed away. i had to go home to attendthe funeral but unfortunately i found that the burial had alreadytaken place.
disgust,"I was disgusted with my brother's behaviour when he kept throwing
things away because of his anger, after mum had shouted at him.",,"i was disgusted with my brother is behaviour when he kept throwingthings away because of his anger, after mum had shouted at him."
shame,"I was ashamed with my biology lecturer when he asked me a
question and I could not answer it.",,i was ashamed with my biology lecturer when he asked me aquestion and i could not answer it.
guilt,"One day I was chatting with children at home. Then I took a lump
of soap and gave to one of them pretending that it was a sweet. I
thought the child would realise that it was not. Unfortunately he
did not and he put it in his mouth.",,one day i was chatting with children at home. then i took a lumpof soap and gave to one of them pretending that it was a sweet. ithought the child would realise that it was not. unfortunately hedid not and he put it in his mouth.
joy,"I wrote a difficult Exam at one time while in my Secodary School.
When the results were announced on the radio, I came second out
of 80 students hence I felt joy.",,"i wrote a difficult exam at one time while in my secodary school.when the results were announced on the radio, i came second outof 80 students hence i felt joy."
fear,"When the week for Exams came. I got afraid as to how I would
tackle the questions.",,when the week for exams came. i got afraid as to how i wouldtackle the questions.
