ori_sentiment,text,other,tweet_text
guilt,"I was so excited once that I told my classmate that she was old,
this hurt her and I felt guilty.",,"I was so excited once that I told my classmate that she was old,this hurt her and I felt guilty."
joy,"[ During a certain period, I felt successful and extremely satisfied.
When I found that any tasks or decisions that I had made were better
than expected.]",,"During a certain period, I felt successful and extremely satisfied.When I found that any tasks or decisions that I had made were betterthan expected."
fear,I am scared when I stroll alone on the Chung Chi college campus. ,,I am scared when I stroll alone on the Chung Chi college campus.
anger,"One day, I discussed a very important question with A.  A
suddenly declared that he would not accept my position and
thought that he himself was right.  Moreover, he attacked
strongly, not my opinion but me personally.",,"One day, I discussed a very important question with A. Asuddenly declared that he would not accept my position andthought that he himself was right. Moreover, he attackedstrongly, not my opinion but me personally."
sadness,"When I learnt that I had failed an exam,  This not only influenced
my emotions but also other important tasks, it also made my
record imperfect.",,"When I learnt that I had failed an exam, This not only influencedmy emotions but also other important tasks, it also made myrecord imperfect."
disgust,"[ I would classify subjectively, a certain gesture or the way of
talking of a person as disgusting or inacceptable.]",,"I would classify subjectively, a certain gesture or the way oftalking of a person as disgusting or inacceptable."
shame,"One day I felt dizzy during a lecture.  When the lecturer asked
us as to who had heard the fairy tale - I was the only one who
put up his hand and this surprised the whole class.",,One day I felt dizzy during a lecture. When the lecturer askedus as to who had heard the fairy tale I was the only one whoput up his hand and this surprised the whole class.
guilt,"We always made a lot of noise during a certain lecture.  This may
have been because we did not respect the lecturer. Finaly, the
lecturer could not tolerate it and he scolded us angrily and
pointed out our misbehaviour.",,"We always made a lot of noise during a certain lecture. This mayhave been because we did not respect the lecturer. Finaly, thelecturer could not tolerate it and he scolded us angrily andpointed out our misbehaviour."
joy,"I felt happy when I received the letter telling me that I had
been admitted to the university.",,I felt happy when I received the letter telling me that I hadbeen admitted to the university.
fear,"During the first year in university I had bad results in both
the terms, especially the first term.  I was afraid that  I would
not be promoted to the next year and that the others would go
ahead of me.",,"During the first year in university I had bad results in boththe terms, especially the first term. I was afraid that I wouldnot be promoted to the next year and that the others would goahead of me."
